Transaction Number, Hmnsu, Description, Payment Mode, Operation Type, Date, Formated Logical, csn, confirmed, processDate, value, receivedValue, voucherValue, atm, station, line, operation
34000000000000004781, 10002712, Comum dinheiro,undefined,topup,21/09/2023 14:23:54,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004782, 10002713, LISTA,undefined,topup,21/09/2023 14:26:32,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004783, 10002714, Comum dinheiro,undefined,topup,21/09/2023 14:27:34,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004784, 10002715, Comum dinheiro,Dinheiro,sale,21/09/2023 14:37:04,1060007277,2312693199,true,21/09/2023 14:37:52,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004785, 10002716, Comum dinheiro,undefined,topup,21/09/2023 14:38:24,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004786, 10002717, Comum dinheiro,undefined,topup,21/09/2023 14:39:01,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004787, 10002718, Comum dinheiro,undefined,topup,21/09/2023 14:42:31,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004788, 10002719, Comum dinheiro,undefined,topup,21/09/2023 14:48:35,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004789, 10002720, Comum dinheiro,Dinheiro,sale,21/09/2023 14:51:53,1060007277,2312693199,false,21/09/2023 14:52:28,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004790, 10002721, Comum dinheiro,undefined,topup,21/09/2023 14:52:41,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004791, 10002722, Comum dinheiro,undefined,topup,21/09/2023 14:53:11,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004792, 10002723, LISTA,undefined,topup,21/09/2023 14:54:39,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004793, 10002724, LISTA,undefined,topup,21/09/2023 14:54:58,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004794, 10002725, Comum dinheiro,Dinheiro,sale,21/09/2023 14:55:33,1060007277,2312693199,false,21/09/2023 14:55:46,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004795, 10002726, LISTA,undefined,topup,21/09/2023 14:57:30,1060007277,2312693199,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004796, 10002727, Comum dinheiro,Dinheiro,sale,21/09/2023 14:58:17,1060007277,2312693199,true,21/09/2023 14:58:27,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004797, 10002728, LISTA,undefined,topup,21/09/2023 14:59:12,1060007447,2312524207,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004798, 10002730, LISTA,undefined,topup,21/09/2023 14:59:58,1060007241,2312758671,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004799, 10002731, LISTA,undefined,topup,21/09/2023 15:00:17,1060007241,2312758671,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004800, 10002734, Escolar dinh.,Debito,sale,21/09/2023 15:17:05,1060007393,2312884463,false,21/09/2023 15:17:25,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004801, 10002736, Escolar dinh.,Debito,sale,21/09/2023 15:17:48,1060007393,2312884463,true,21/09/2023 15:19:26,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004802, 10002737, Fidelidade,Debito,sale,21/09/2023 15:20:10,1060007526,2312658415,true,21/09/2023 15:20:37,35.2,32.45,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004803, 10002738, Comum dinheiro,Debito,sale,21/09/2023 15:21:23,1060007332,2307656175,true,21/09/2023 15:21:51,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004804, 10002740, VC D Trilho,Debito,sale,21/09/2023 15:22:58,1060009687,2309182415,true,21/09/2023 15:23:27,16.8,16.8,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004805, 10002742, Escolar dinh.,Debito,sale,21/09/2023 15:24:23,1060009699,2309200015,true,21/09/2023 15:24:50,3,3,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004806, 10002743, Comum dinheiro,Debito,sale,21/09/2023 15:25:30,1060007198,2307537743,true,21/09/2023 15:25:58,5,5,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004807, 10002744, Comum dinheiro,Debito,sale,21/09/2023 15:43:09,1060009687,2309182415,false,21/09/2023 15:43:27,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004808, undefined, undefined,Debito,sale,21/09/2023 15:43:53,14.07.00001782-4,3172129553,true,21/09/2023 15:45:50,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004809, 10002747, Escolar dinh.,Debito,sale,21/09/2023 16:32:35,1060007459,2312999343,true,21/09/2023 16:33:17,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004810, 10002751, LISTA,undefined,topup,21/09/2023 16:49:05,1060007459,2312999343,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004811, undefined, undefined,Dinheiro,sale,21/09/2023 16:50:59,14.07.00000694-6,2411937060,false,21/09/2023 16:51:14,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004812, undefined, undefined,Dinheiro,sale,21/09/2023 16:51:36,14.07.00000694-6,2411937060,false,21/09/2023 16:52:13,5,4,400,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004813, undefined, undefined,Voucher,sale,21/09/2023 16:52:48,14.07.00000694-6,2411937060,true,21/09/2023 16:52:51,4,4,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000004814, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 18:49:51,,3925190,true,21/09/2023 18:50:05,5,0,undefined,295 - 131,Tmob,null,null,
10500000000000004815, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 19:05:52,,3925191,true,21/09/2023 19:06:06,5,0,undefined,295 - 131,Tmob,null,null,
10500000000000004816, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 19:28:40,,3925192,true,21/09/2023 19:28:53,5,0,undefined,295 - 131,Tmob,null,null,
10500000000000004817, undefined, QRCode Pré Tokenizable,Dinheiro,sale,21/09/2023 19:35:30,,3925193,true,21/09/2023 19:35:43,4.4,0,undefined,299 - 131,Tmob,null,null,
10500000000000004818, undefined, QRCode Pré Tokenizable,Dinheiro,sale,21/09/2023 19:40:33,,3925194,true,21/09/2023 19:40:36,4.4,0,undefined,299 - 131,Tmob,null,null,
10500000000000004819, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 20:00:27,,3925195,true,21/09/2023 20:00:40,5,0,undefined,299 - 131,Tmob,null,null,
10500000000000004820, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 20:03:58,,3925196,true,21/09/2023 20:04:11,5,0,undefined,299 - 131,Tmob,null,null,
10500000000000004821, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 20:08:51,,3925197,true,21/09/2023 20:08:54,5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004822, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 20:50:40,,3925198,true,21/09/2023 20:50:53,5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004823, undefined, QRCODE E2E TEST,Dinheiro,salecancel,21/09/2023 23:39:33,null,3925198,false,Invalid Date,-5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004824, undefined, Unitário Vencimento 1 dia,Dinheiro,sale,21/09/2023 23:44:47,,3925199,true,21/09/2023 23:45:00,5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004825, undefined, Unitário Vencimento 1 dia,Dinheiro,salecancel,21/09/2023 23:46:58,null,3925199,false,Invalid Date,-5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004826, undefined, QRCODE E2E TEST,Dinheiro,sale,21/09/2023 23:56:20,,3925200,true,21/09/2023 23:56:33,5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004827, undefined, QRCode Pré Tokenizable,Dinheiro,sale,22/09/2023 00:11:33,,3925201,true,22/09/2023 00:11:48,4.4,0,undefined,300 - 131,Tmob,null,null,
10500000000000004828, undefined, QRCode Pré Tokenizable,Dinheiro,sale,22/09/2023 00:26:28,,3925202,true,22/09/2023 00:26:41,4.4,0,undefined,300 - 131,Tmob,null,null,
10500000000000004829, undefined, QRCode Pré Tokenizable,Debito,sale,22/09/2023 00:34:03,,3925203,true,22/09/2023 00:34:18,4.4,0,undefined,300 - 131,Tmob,null,null,
10500000000000004830, undefined, QRCODE E2E TEST,Dinheiro,sale,22/09/2023 00:42:36,,3925204,true,22/09/2023 00:42:50,5,0,undefined,300 - 131,Tmob,null,null,
10500000000000004831, undefined, 1 unidade - vencimento 1 hora,Dinheiro,sale,22/09/2023 00:48:43,,3925205,true,22/09/2023 00:48:56,0.01,0,undefined,300 - 131,Tmob,null,null,
10500000000000004832, undefined, e2e test,Debito,sale,22/09/2023 00:49:33,,3925206,true,22/09/2023 00:49:41,5,0,undefined,300 - 131,Tmob,null,null,
34000000000000004833, 10002754, LISTA,undefined,topup,22/09/2023 13:20:01,1060007381,2312471247,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004834, 10002755, LISTA,undefined,topup,22/09/2023 13:20:26,1060007381,2312471247,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004835, 10002757, LISTA,undefined,topup,22/09/2023 13:21:13,1060007381,2312471247,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000004836, undefined, QRCODE E2E TEST,Dinheiro,sale,22/09/2023 13:21:15,,3925207,true,22/09/2023 13:21:28,5,0,undefined,300 - 131,Tmob,null,null,
34000000000000004837, 10002758, LISTA,undefined,topup,22/09/2023 13:21:51,1060007381,2312471247,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004838, 10002759, LISTA,undefined,topup,22/09/2023 13:22:33,1060007526,2312658415,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004839, 10002760, LISTA,undefined,topup,22/09/2023 13:22:45,1060007526,2312658415,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000004840, undefined, Unitário Vencimento 1 dia,Dinheiro,sale,22/09/2023 13:28:19,,3925208,true,22/09/2023 13:28:33,5,0,undefined,300 - 131,Tmob,null,null,
34000000000000004841, 10002761, LISTA,undefined,topup,22/09/2023 13:55:19,1060007381,2312471247,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004842, 10002762, LISTA,undefined,topup,22/09/2023 13:55:37,1060007526,2312658415,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004843, 10002763, LISTA,undefined,topup,22/09/2023 13:55:55,1060009699,2309200015,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004844, 10002764, LISTA,undefined,topup,22/09/2023 13:56:12,1060007393,2312884463,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004845, 10002765, LISTA,undefined,topup,22/09/2023 13:56:29,1060007332,2307656175,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004846, 10002766, Escolar dinh.,undefined,topup,22/09/2023 13:56:43,1060007198,2307537743,true,22/09/2023 13:56:48,10,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004847, 10002767, Escolar dinh.,undefined,topup,22/09/2023 13:57:12,1060007198,2307537743,true,22/09/2023 13:57:13,10,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004848, 10002768, LISTA,undefined,topup,22/09/2023 13:57:59,1060009699,2309200015,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
10500000000000004849, undefined, undefined,Debito,sale,22/09/2023 14:42:10,,,false,Invalid Date,0.22,0,undefined,300 - 131,Tmob,null,null,
34000000000000004850, 10002770, Escolar dinh.,Dinheiro,sale,22/09/2023 14:56:13,1060007459,2312999343,true,22/09/2023 14:56:34,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004851, 10002773, Escolar dinh.,Debito,sale,22/09/2023 15:08:43,1060007459,2312999343,false,22/09/2023 15:09:04,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004852, 10002774, Fidelidade,Debito,sale,22/09/2023 15:39:11,1060007460,2309196719,false,22/09/2023 15:39:53,35.2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004853, 10002775, Comum dinheiro,Debito,sale,22/09/2023 16:02:12,1060007265,2312709423,true,22/09/2023 16:02:48,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004854, undefined, undefined,Dinheiro,sale,22/09/2023 16:04:09,14.07.00002034-5,719683038,true,22/09/2023 16:04:22,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004855, 10002776, LISTA,undefined,topup,22/09/2023 17:03:30,1060007393,2312884463,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004856, 10002777, Fidelidade,undefined,topup,22/09/2023 17:03:48,1060007381,2312471247,true,22/09/2023 17:03:52,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004857, 10002778, Fidelidade,undefined,topup,22/09/2023 17:04:16,1060007381,2312471247,true,22/09/2023 17:04:17,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004858, 10002780, Escolar dinh.,Debito,sale,22/09/2023 19:14:44,1060007393,2312884463,false,22/09/2023 19:15:04,5.6,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004859, 10002782, Escolar dinh.,Debito,sale,22/09/2023 19:15:23,1060007393,2312884463,true,22/09/2023 19:17:06,5.6,5.6,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004860, 10002784, LISTA,undefined,topup,22/09/2023 19:17:38,1060007393,2312884463,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004861, 10002785, Fidelidade,undefined,topup,22/09/2023 19:18:03,1060007381,2312471247,true,22/09/2023 19:18:06,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004862, 10002786, LISTA,undefined,topup,22/09/2023 19:18:23,1060007381,2312471247,false,Invalid Date,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004863, 10002788, Escolar dinh.,Dinheiro,sale,22/09/2023 19:20:52,1060007459,2312999343,true,22/09/2023 19:21:08,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004864, undefined, undefined,Debito,sale,25/09/2023 13:05:45,1,,false,25/09/2023 13:05:56,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004865, undefined, undefined,Debito,sale,25/09/2023 13:06:07,1,,false,25/09/2023 13:06:08,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000004866, undefined, Produto teste pos,Dinheiro,sale,25/09/2023 13:13:37,,3925209,true,25/09/2023 13:13:50,0.01,0,undefined,1 - 133,Tmob Delmon,null,null,
14400000000000004867, undefined, Produto teste pos,Dinheiro,salecancel,25/09/2023 13:30:57,null,3925209,false,Invalid Date,-0.01,0,undefined,1 - 133,Tmob Delmon,null,null,
34000000000000004868, undefined, undefined,Debito,sale,25/09/2023 14:17:12,1,,false,25/09/2023 14:17:24,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004869, undefined, undefined,Debito,sale,25/09/2023 14:17:37,1,,false,25/09/2023 14:17:39,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004870, undefined, undefined,Debito,sale,25/09/2023 14:55:15,1,,false,25/09/2023 14:55:27,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004871, undefined, undefined,Debito,sale,25/09/2023 15:00:50,1,,false,25/09/2023 15:02:14,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004872, undefined, undefined,Debito,sale,25/09/2023 15:10:15,14.07.00001782-4,3172129553,false,25/09/2023 15:10:29,20,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004873, undefined, undefined,Debito,sale,25/09/2023 15:10:43,14.07.00001782-4,3172129553,false,Invalid Date,20,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004874, undefined, undefined,Debito,sale,25/09/2023 15:14:06,14.07.00001782-4,3172129553,false,Invalid Date,30,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004875, undefined, undefined,Debito,sale,25/09/2023 15:17:16,14.07.00001782-4,3172129553,true,25/09/2023 15:17:40,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004876, undefined, undefined,Debito,sale,25/09/2023 17:06:24,1,,false,25/09/2023 17:07:40,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000004877, undefined, QRCODE E2E TEST,Dinheiro,sale,25/09/2023 18:29:49,,3925210,true,25/09/2023 18:30:03,5,0,undefined,1 - 133,Tmob Delmon,null,null,
14400000000000004878, undefined, QRCODE E2E TEST,Dinheiro,salecancel,25/09/2023 18:38:58,null,3925210,false,Invalid Date,-5,0,undefined,1 - 133,Tmob Delmon,null,null,
34000000000000004879, undefined, undefined,Debito,sale,26/09/2023 15:31:55,1,,false,26/09/2023 15:32:06,8.8,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004880, undefined, undefined,Dinheiro,sale,26/09/2023 17:10:47,14.07.00001782-4,3172129553,false,26/09/2023 17:11:17,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004881, undefined, undefined,Dinheiro,sale,26/09/2023 17:12:47,14.07.00001782-4,3172129553,false,26/09/2023 17:13:27,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000004882, undefined, QRCODE E2E TEST,Dinheiro,sale,26/09/2023 17:39:57,,3925212,true,26/09/2023 17:40:09,5,0,undefined,1 - 133,Tmob Delmon,null,null,
34000000000000004883, undefined, undefined,Dinheiro,sale,26/09/2023 17:40:06,14.07.00001782-4,3172129553,false,26/09/2023 17:40:37,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004884, undefined, undefined,Dinheiro,sale,26/09/2023 17:41:08,14.07.00001782-4,3172129553,true,26/09/2023 17:41:38,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004885, undefined, undefined,Dinheiro,sale,26/09/2023 17:41:59,14.07.00001782-4,3172129553,true,26/09/2023 17:42:07,10,10,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004886, undefined, undefined,Dinheiro,sale,26/09/2023 17:42:27,14.07.00001782-4,3172129553,false,26/09/2023 17:42:44,20,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004887, undefined, undefined,Dinheiro,sale,26/09/2023 17:43:12,14.07.00001782-4,3172129553,true,26/09/2023 17:43:22,20,20,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004888, undefined, undefined,Dinheiro,sale,26/09/2023 17:43:50,14.07.00001782-4,3172129553,true,26/09/2023 17:44:05,17,17,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004889, undefined, undefined,Dinheiro,sale,26/09/2023 17:44:36,14.07.00001782-4,3172129553,true,26/09/2023 17:44:43,5,5,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004890, undefined, undefined,Dinheiro,sale,26/09/2023 17:45:23,14.07.00001782-4,3172129553,false,26/09/2023 17:46:12,25,24,2400,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004891, undefined, undefined,Voucher,sale,26/09/2023 17:46:39,14.07.00001782-4,3172129553,true,26/09/2023 17:46:41,24,24,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004892, undefined, undefined,Dinheiro,sale,26/09/2023 17:47:10,14.07.00000693-8,2411468820,false,26/09/2023 17:47:16,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004893, undefined, undefined,Dinheiro,sale,26/09/2023 17:48:12,14.07.00001790-5,3926775345,true,26/09/2023 17:48:21,5,5,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004894, undefined, undefined,Dinheiro,sale,26/09/2023 17:48:21,14.07.00000693-8,2411468820,false,26/09/2023 17:48:34,10,2,200,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004895, undefined, undefined,Dinheiro,sale,26/09/2023 17:48:49,14.07.00001790-5,3926775345,false,26/09/2023 17:49:03,5,4,400,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004896, undefined, undefined,Voucher,sale,26/09/2023 17:48:58,14.07.00000693-8,2411468820,true,26/09/2023 17:49:00,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004897, undefined, undefined,Voucher,sale,26/09/2023 17:49:22,14.07.00001790-5,3926775345,true,26/09/2023 17:49:24,4,4,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004898, undefined, undefined,Dinheiro,sale,26/09/2023 17:49:24,14.07.00000693-8,2411468820,false,26/09/2023 17:49:28,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004899, undefined, undefined,Dinheiro,sale,26/09/2023 17:50:11,14.07.00000693-8,2411468820,false,26/09/2023 17:50:43,5,4,400,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004900, undefined, undefined,Voucher,sale,26/09/2023 17:51:14,14.07.00000693-8,2411468820,true,26/09/2023 17:51:16,4,4,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004901, undefined, undefined,Dinheiro,sale,26/09/2023 17:54:24,14.07.00000693-8,2411468820,true,26/09/2023 17:54:36,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004902, undefined, undefined,Dinheiro,sale,26/09/2023 17:54:39,14.07.00001790-5,3926775345,false,26/09/2023 17:56:04,47,46,4600,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004903, undefined, undefined,Voucher,sale,26/09/2023 17:56:31,14.07.00001790-5,3926775345,true,26/09/2023 17:56:34,46,46,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004904, undefined, undefined,Dinheiro,sale,26/09/2023 17:59:05,14.07.00000693-8,2411468820,false,26/09/2023 17:59:11,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000004905, undefined, undefined,Dinheiro,sale,26/09/2023 18:04:48,14.07.00001790-5,3926775345,true,26/09/2023 18:05:00,10,10,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000004906, undefined, QRCODE E2E TEST,Debito,sale,26/09/2023 18:08:08,,3925213,true,26/09/2023 18:08:16,5,0,undefined,1 - 133,Tmob Delmon,null,null,
14400000000000004907, undefined, QRCODE E2E TEST,Credito,sale,26/09/2023 18:08:47,,3925214,true,26/09/2023 18:08:49,5,0,undefined,1 - 133,Tmob Delmon,null,null,
34000000000000004908, undefined, undefined,Dinheiro,sale,26/09/2023 18:25:27,14.07.00001790-5,3926775345,true,26/09/2023 18:25:42,5,5,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
